id	duration	effect_type	requested_stance	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount	remove_magical	execute_ratio
wh_main_spell_light_phas_protection_upgraded	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_light_phas_protection	wh_main_spell_light_phas_protection	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_lil_waaagh_night_shroud	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_lil_waaagh_night_shroud	wh_main_spell_lil_waaagh_night_shroud	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_lil_waaagh_night_shroud_upgraded	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_lil_waaagh_night_shroud	wh_main_spell_lil_waaagh_night_shroud	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_lil_waaagh_sneaky_stabbin	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_lil_waaagh_sneaky_stabbin	wh_main_spell_lil_waaagh_sneaky_stabbin	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_metal_glittering_robe	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_metal_glittering_robe	wh_main_spell_metal_glittering_robe	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_metal_glittering_robe_upgraded	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_metal_glittering_robe	wh_main_spell_metal_glittering_robe	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_vampires_vanhels_danse_macabre	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_vampires_vanhels_danse_macabre	wh_main_spell_vampires_vanhels_danse_macabre	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh_main_spell_vampires_vanhels_danse_macabre_upgraded	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_vampires_vanhels_danse_macabre	wh_main_spell_vampires_vanhels_danse_macabre	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	wh2_tmb_spell_nehekhara_usekhps_incantation_of_dessication	false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded	-1.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	wh2_tmb_spell_nehekhara_usekhps_incantation_of_dessication	false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
