ability	land_unit
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_beasts_5
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_dark_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_dark_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_dark_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_dark_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_dark_4
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_dark_5
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_death_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_death_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_death_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_death_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_death_4
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_death_5
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_fire_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_fire_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_fire_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_fire_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_fire_4
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_fire_5
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_shadow_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_shadow_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_shadow_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_shadow_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_shadow_4
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_cha_supreme_sorceress_shadow_5
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_inf_sisters_of_slaughter
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_inf_the_hellebronai_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_mon_chill_of_sontar_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_mon_feral_manticore_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_mon_kharibdyss_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_def_mon_war_hydra_boss
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_dwf_cha_thane_ghost_summoned_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_dwf_inf_giant_slayers
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cav_the_fireborn_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_alarielle_the_radiant_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_alarielle_the_radiant_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_alarielle_the_radiant_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_alarielle_the_radiant_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_alith_anar_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_alith_anar_summoned_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_alith_anar_summoned_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_handmaiden_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_handmaiden_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_handmaiden_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_mage_heavens_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_mage_heavens_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_mage_heavens_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_mage_shadows_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_mage_shadows_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_mage_shadows_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_cha_shadow_walker
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_dryads_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_shadow_walkers_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_shadow_warriors_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_sisters_of_avelorn_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_the_grey_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_the_silverpelts_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_inf_the_storm_riders_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_mon_treekin_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_hef_mon_treeman_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_lzd_mon_carnosaur_boss
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_nor_mon_phoenix_flamespyre_boss
tcs_main_unit_passive_inactive_fighting	wh2_dlc10_skv_mon_hell_pit_abomination_boss
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_art_carronade
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_art_mortar
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_art_queen_bess
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cav_deck_droppers_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cav_deck_droppers_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cav_deck_droppers_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cav_deck_droppers_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cav_knights_errant_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cav_knights_errant_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cav_knights_errant_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cav_knights_of_the_realm
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cav_questing_knights_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_aranessa_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_aranessa_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_cylostra_direfin_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_cylostra_direfin_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_damned_paladin_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_damned_paladin_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_gunnery_wight_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_gunnery_wight_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_luthor_harkon_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_luthor_harkon_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_mourngul_haunter
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_captain_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_captain_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_count_noctilus_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_count_noctilus_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_deck_gunners_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_deck_gunners_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_depth_guard_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_depth_guard_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_depth_guard_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_sartosa_free_company_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_sartosa_militia_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_syreens
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_deckhands_mob_necrofex_summoned_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_deckhands_mob_summoned_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_gunnery_mob_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_gunnery_mob_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_animated_hulks_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_bloated_corpse_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_fell_bats
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_mournguls_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_mournguls_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_necrofex_colossus_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_necrofex_colossus_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_rotting_leviathan_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_rotting_prometheans_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_rotting_prometheans_summoned_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_scurvy_dogs
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_cst_mon_terrorgheist
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_def_cha_lokhir_fellheart_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_def_cha_lokhir_fellheart_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_cha_heinrich_kemmler_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_inf_crossbowmen
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_inf_handgunners
tcs_main_unit_passive_inactive_fighting	wh2_dlc11_vmp_mon_varghulf_summoned
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cav_cold_one_spearriders_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cav_ripperdactyl_riders_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cav_ripperdactyl_riders_0_blessed
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cav_ripperdactyl_riders_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cav_terradon_riders_1_tlaqua
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cav_terradon_riders_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_skink_chief_red_crested_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_skink_chief_red_crested_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_skink_chief_red_crested_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_skink_chief_red_crested_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_skink_priest_beasts_4
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_skink_priest_heavens_4
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_tehenhauin_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_tehenhauin_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_tehenhauin_2
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_tehenhauin_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_tiktaqto_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_cha_tiktaqto_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_inf_saurus_warriors_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_inf_skink_red_crested_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_inf_skink_red_crested_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_inf_temple_guards_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_lzd_cha_kroak_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_lzd_cha_kroak_0_boss
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_mon_ancient_salamander_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_mon_ancient_salamander_0_blessed
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_mon_ancient_stegadon_1
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_mon_ancient_stegadon_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_mon_bastiladon_3
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_mon_salamander_pack_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_mon_salamander_pack_0_blessed
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_lzd_mon_salamander_pack_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_skv_art_warp_lightning_cannon_ror_0
tcs_main_unit_passive_inactive_fighting	wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0
